Comunidad autónoma de residencia	Concepto turístico	Tipo de dato	Periodo	Total
10 Comunitat Valenciana	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2016T3	-4,6
10 Comunitat Valenciana	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2016T2	1,63
10 Comunitat Valenciana	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2016T1	17,27
10 Comunitat Valenciana	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2015T4	""
10 Comunitat Valenciana	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2015T3	""
10 Comunitat Valenciana	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2015T2	""
10 Comunitat Valenciana	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2015T1	""
10 Comunitat Valenciana	Pernoctaciones	Valor absoluto	2021T2	9.945.306
10 Comunitat Valenciana	Pernoctaciones	Valor absoluto	2021T1	7.302.725
10 Comunitat Valenciana	Pernoctaciones	Valor absoluto	2020T4	7.136.264
10 Comunitat Valenciana	Pernoctaciones	Valor absoluto	2020T3	25.326.634
10 Comunitat Valenciana	Pernoctaciones	Valor absoluto	2020T2	4.617.723
10 Comunitat Valenciana	Pernoctaciones	Valor absoluto	2020T1	9.386.984
10 Comunitat Valenciana	Pernoctaciones	Valor absoluto	2019T4	10.366.559
10 Comunitat Valenciana	Pernoctaciones	Valor absoluto	2019T3	32.488.194
10 Comunitat Valenciana	Pernoctaciones	Valor absoluto	2019T2	14.800.331
10 Comunitat Valenciana	Pernoctaciones	Valor absoluto	2019T1	11.383.008
10 Comunitat Valenciana	Pernoctaciones	Valor absoluto	2018T4	12.979.123
10 Comunitat Valenciana	Pernoctaciones	Valor absoluto	2018T3	36.550.985
10 Comunitat Valenciana	Pernoctaciones	Valor absoluto	2018T2	13.326.296
10 Comunitat Valenciana	Pernoctaciones	Valor absoluto	2018T1	8.296.250
10 Comunitat Valenciana	Pernoctaciones	Valor absoluto	2017T4	11.472.420
10 Comunitat Valenciana	Pernoctaciones	Valor absoluto	2017T3	31.276.266
10 Comunitat Valenciana	Pernoctaciones	Valor absoluto	2017T2	12.589.334
10 Comunitat Valenciana	Pernoctaciones	Valor absoluto	2017T1	8.808.944
10 Comunitat Valenciana	Pernoctaciones	Valor absoluto	2016T4	10.972.052
10 Comunitat Valenciana	Pernoctaciones	Valor absoluto	2016T3	32.087.160
10 Comunitat Valenciana	Pernoctaciones	Valor absoluto	2016T2	9.395.538
10 Comunitat Valenciana	Pernoctaciones	Valor absoluto	2016T1	12.091.685
10 Comunitat Valenciana	Pernoctaciones	Valor absoluto	2015T4	9.524.114
10 Comunitat Valenciana	Pernoctaciones	Valor absoluto	2015T3	33.675.962
10 Comunitat Valenciana	Pernoctaciones	Valor absoluto	2015T2	14.138.887
10 Comunitat Valenciana	Pernoctaciones	Valor absoluto	2015T1	8.553.245
10 Comunitat Valenciana	Pernoctaciones	Distribución porcentual	2021T2	10,3
10 Comunitat Valenciana	Pernoctaciones	Distribución porcentual	2021T1	14,1
10 Comunitat Valenciana	Pernoctaciones	Distribución porcentual	2020T4	11,3
10 Comunitat Valenciana	Pernoctaciones	Distribución porcentual	2020T3	8,6
10 Comunitat Valenciana	Pernoctaciones	Distribución porcentual	2020T2	12,5
10 Comunitat Valenciana	Pernoctaciones	Distribución porcentual	2020T1	9,4
10 Comunitat Valenciana	Pernoctaciones	Distribución porcentual	2019T4	8,1
10 Comunitat Valenciana	Pernoctaciones	Distribución porcentual	2019T3	8,6
10 Comunitat Valenciana	Pernoctaciones	Distribución porcentual	2019T2	9,3
10 Comunitat Valenciana	Pernoctaciones	Distribución porcentual	2019T1	8,8
10 Comunitat Valenciana	Pernoctaciones	Distribución porcentual	2018T4	10,1
10 Comunitat Valenciana	Pernoctaciones	Distribución porcentual	2018T3	9,5
10 Comunitat Valenciana	Pernoctaciones	Distribución porcentual	2018T2	8,5
10 Comunitat Valenciana	Pernoctaciones	Distribución porcentual	2018T1	6,6
10 Comunitat Valenciana	Pernoctaciones	Distribución porcentual	2017T4	8,9
10 Comunitat Valenciana	Pernoctaciones	Distribución porcentual	2017T3	7,8
10 Comunitat Valenciana	Pernoctaciones	Distribución porcentual	2017T2	8
10 Comunitat Valenciana	Pernoctaciones	Distribución porcentual	2017T1	7,7
10 Comunitat Valenciana	Pernoctaciones	Distribución porcentual	2016T4	8,6
10 Comunitat Valenciana	Pernoctaciones	Distribución porcentual	2016T3	8,3
10 Comunitat Valenciana	Pernoctaciones	Distribución porcentual	2016T2	7,4
10 Comunitat Valenciana	Pernoctaciones	Distribución porcentual	2016T1	8,7
10 Comunitat Valenciana	Pernoctaciones	Distribución porcentual	2015T4	7,8
10 Comunitat Valenciana	Pernoctaciones	Distribución porcentual	2015T3	9
10 Comunitat Valenciana	Pernoctaciones	Distribución porcentual	2015T2	9,4
10 Comunitat Valenciana	Pernoctaciones	Distribución porcentual	2015T1	8,2
10 Comunitat Valenciana	Pernoctaciones	Acumulado en lo que va de año	2021T2	17.248.031
10 Comunitat Valenciana	Pernoctaciones	Acumulado en lo que va de año	2021T1	7.302.725
10 Comunitat Valenciana	Pernoctaciones	Acumulado en lo que va de año	2020T4	46.467.605
10 Comunitat Valenciana	Pernoctaciones	Acumulado en lo que va de año	2020T3	39.331.341
10 Comunitat Valenciana	Pernoctaciones	Acumulado en lo que va de año	2020T2	14.004.707
10 Comunitat Valenciana	Pernoctaciones	Acumulado en lo que va de año	2020T1	9.386.984
10 Comunitat Valenciana	Pernoctaciones	Acumulado en lo que va de año	2019T4	69.038.092
10 Comunitat Valenciana	Pernoctaciones	Acumulado en lo que va de año	2019T3	58.671.534
10 Comunitat Valenciana	Pernoctaciones	Acumulado en lo que va de año	2019T2	26.183.339
10 Comunitat Valenciana	Pernoctaciones	Acumulado en lo que va de año	2019T1	11.383.008
10 Comunitat Valenciana	Pernoctaciones	Acumulado en lo que va de año	2018T4	71.152.654
10 Comunitat Valenciana	Pernoctaciones	Acumulado en lo que va de año	2018T3	58.173.531
10 Comunitat Valenciana	Pernoctaciones	Acumulado en lo que va de año	2018T2	21.622.546
10 Comunitat Valenciana	Pernoctaciones	Acumulado en lo que va de año	2018T1	8.296.250
10 Comunitat Valenciana	Pernoctaciones	Acumulado en lo que va de año	2017T4	64.146.964
10 Comunitat Valenciana	Pernoctaciones	Acumulado en lo que va de año	2017T3	52.674.544
10 Comunitat Valenciana	Pernoctaciones	Acumulado en lo que va de año	2017T2	21.398.277
10 Comunitat Valenciana	Pernoctaciones	Acumulado en lo que va de año	2017T1	8.808.944
10 Comunitat Valenciana	Pernoctaciones	Acumulado en lo que va de año	2016T4	64.546.435
10 Comunitat Valenciana	Pernoctaciones	Acumulado en lo que va de año	2016T3	53.574.383
10 Comunitat Valenciana	Pernoctaciones	Acumulado en lo que va de año	2016T2	21.487.223
10 Comunitat Valenciana	Pernoctaciones	Acumulado en lo que va de año	2016T1	12.091.685
10 Comunitat Valenciana	Pernoctaciones	Acumulado en lo que va de año	2015T4	65.892.208
10 Comunitat Valenciana	Pernoctaciones	Acumulado en lo que va de año	2015T3	56.368.095
10 Comunitat Valenciana	Pernoctaciones	Acumulado en lo que va de año	2015T2	22.692.132
10 Comunitat Valenciana	Pernoctaciones	Acumulado en lo que va de año	2015T1	8.553.245
10 Comunitat Valenciana	Pernoctaciones	Distribución porcentual del acumulado	2021T2	11,6
10 Comunitat Valenciana	Pernoctaciones	Distribución porcentual del acumulado	2021T1	14,1
10 Comunitat Valenciana	Pernoctaciones	Distribución porcentual del acumulado	2020T4	9,4
10 Comunitat Valenciana	Pernoctaciones	Distribución porcentual del acumulado	2020T3	9,1
10 Comunitat Valenciana	Pernoctaciones	Distribución porcentual del acumulado	2020T2	10,2
10 Comunitat Valenciana	Pernoctaciones	Distribución porcentual del acumulado	2020T1	9,4
10 Comunitat Valenciana	Pernoctaciones	Distribución porcentual del acumulado	2019T4	8,7
10 Comunitat Valenciana	Pernoctaciones	Distribución porcentual del acumulado	2019T3	8,8
10 Comunitat Valenciana	Pernoctaciones	Distribución porcentual del acumulado	2019T2	9,1
10 Comunitat Valenciana	Pernoctaciones	Distribución porcentual del acumulado	2019T1	8,8
10 Comunitat Valenciana	Pernoctaciones	Distribución porcentual del acumulado	2018T4	8,9
10 Comunitat Valenciana	Pernoctaciones	Distribución porcentual del acumulado	2018T3	8,7
10 Comunitat Valenciana	Pernoctaciones	Distribución porcentual del acumulado	2018T2	7,7
10 Comunitat Valenciana	Pernoctaciones	Distribución porcentual del acumulado	2018T1	6,6
10 Comunitat Valenciana	Pernoctaciones	Distribución porcentual del acumulado	2017T4	8
10 Comunitat Valenciana	Pernoctaciones	Distribución porcentual del acumulado	2017T3	7,8
10 Comunitat Valenciana	Pernoctaciones	Distribución porcentual del acumulado	2017T2	7,9
10 Comunitat Valenciana	Pernoctaciones	Distribución porcentual del acumulado	2017T1	7,7
10 Comunitat Valenciana	Pernoctaciones	Distribución porcentual del acumulado	2016T4	8,3
10 Comunitat Valenciana	Pernoctaciones	Distribución porcentual del acumulado	2016T3	8,2
10 Comunitat Valenciana	Pernoctaciones	Distribución porcentual del acumulado	2016T2	8,1
10 Comunitat Valenciana	Pernoctaciones	Distribución porcentual del acumulado	2016T1	8,7
10 Comunitat Valenciana	Pernoctaciones	Distribución porcentual del acumulado	2015T4	8,8
10 Comunitat Valenciana	Pernoctaciones	Distribución porcentual del acumulado	2015T3	9
10 Comunitat Valenciana	Pernoctaciones	Distribución porcentual del acumulado	2015T2	8,9
10 Comunitat Valenciana	Pernoctaciones	Distribución porcentual del acumulado	2015T1	8,2
10 Comunitat Valenciana	Pernoctaciones	Variación anual	2021T2	115,37
10 Comunitat Valenciana	Pernoctaciones	Variación anual	2021T1	-22,2
10 Comunitat Valenciana	Pernoctaciones	Variación anual	2020T4	-31,16
10 Comunitat Valenciana	Pernoctaciones	Variación anual	2020T3	-22,04
10 Comunitat Valenciana	Pernoctaciones	Variación anual	2020T2	-68,8
10 Comunitat Valenciana	Pernoctaciones	Variación anual	2020T1	-17,54
10 Comunitat Valenciana	Pernoctaciones	Variación anual	2019T4	-20,13
10 Comunitat Valenciana	Pernoctaciones	Variación anual	2019T3	-11,12
10 Comunitat Valenciana	Pernoctaciones	Variación anual	2019T2	11,06
10 Comunitat Valenciana	Pernoctaciones	Variación anual	2019T1	37,21
10 Comunitat Valenciana	Pernoctaciones	Variación anual	2018T4	13,13
10 Comunitat Valenciana	Pernoctaciones	Variación anual	2018T3	16,86
10 Comunitat Valenciana	Pernoctaciones	Variación anual	2018T2	5,85
10 Comunitat Valenciana	Pernoctaciones	Variación anual	2018T1	-5,82
10 Comunitat Valenciana	Pernoctaciones	Variación anual	2017T4	4,56
10 Comunitat Valenciana	Pernoctaciones	Variación anual	2017T3	-2,53
10 Comunitat Valenciana	Pernoctaciones	Variación anual	2017T2	33,99
10 Comunitat Valenciana	Pernoctaciones	Variación anual	2017T1	-27,15
10 Comunitat Valenciana	Pernoctaciones	Variación anual	2016T4	15,2
10 Comunitat Valenciana	Pernoctaciones	Variación anual	2016T3	-4,72
10 Comunitat Valenciana	Pernoctaciones	Variación anual	2016T2	-33,55
10 Comunitat Valenciana	Pernoctaciones	Variación anual	2016T1	41,37
10 Comunitat Valenciana	Pernoctaciones	Variación anual	2015T4	""
10 Comunitat Valenciana	Pernoctaciones	Variación anual	2015T3	""
10 Comunitat Valenciana	Pernoctaciones	Variación anual	2015T2	""
10 Comunitat Valenciana	Pernoctaciones	Variación anual	2015T1	""
10 Comunitat Valenciana	Pernoctaciones	Variación anual del acumulado en lo que va de año	2021T2	23,16
10 Comunitat Valenciana	Pernoctaciones	Variación anual del acumulado en lo que va de año	2021T1	-22,2
10 Comunitat Valenciana	Pernoctaciones	Variación anual del acumulado en lo que va de año	2020T4	-32,69
10 Comunitat Valenciana	Pernoctaciones	Variación anual del acumulado en lo que va de año	2020T3	-32,96
10 Comunitat Valenciana	Pernoctaciones	Variación anual del acumulado en lo que va de año	2020T2	-46,51
10 Comunitat Valenciana	Pernoctaciones	Variación anual del acumulado en lo que va de año	2020T1	-17,54
10 Comunitat Valenciana	Pernoctaciones	Variación anual del acumulado en lo que va de año	2019T4	-2,97
10 Comunitat Valenciana	Pernoctaciones	Variación anual del acumulado en lo que va de año	2019T3	0,86
10 Comunitat Valenciana	Pernoctaciones	Variación anual del acumulado en lo que va de año	2019T2	21,09
10 Comunitat Valenciana	Pernoctaciones	Variación anual del acumulado en lo que va de año	2019T1	37,21
10 Comunitat Valenciana	Pernoctaciones	Variación anual del acumulado en lo que va de año	2018T4	10,92
10 Comunitat Valenciana	Pernoctaciones	Variación anual del acumulado en lo que va de año	2018T3	10,44
10 Comunitat Valenciana	Pernoctaciones	Variación anual del acumulado en lo que va de año	2018T2	1,05
10 Comunitat Valenciana	Pernoctaciones	Variación anual del acumulado en lo que va de año	2018T1	-5,82
10 Comunitat Valenciana	Pernoctaciones	Variación anual del acumulado en lo que va de año	2017T4	-0,62
10 Comunitat Valenciana	Pernoctaciones	Variación anual del acumulado en lo que va de año	2017T3	-1,68
10 Comunitat Valenciana	Pernoctaciones	Variación anual del acumulado en lo que va de año	2017T2	-0,41
10 Comunitat Valenciana	Pernoctaciones	Variación anual del acumulado en lo que va de año	2017T1	-27,15
10 Comunitat Valenciana	Pernoctaciones	Variación anual del acumulado en lo que va de año	2016T4	-2,04
10 Comunitat Valenciana	Pernoctaciones	Variación anual del acumulado en lo que va de año	2016T3	-4,96
10 Comunitat Valenciana	Pernoctaciones	Variación anual del acumulado en lo que va de año	2016T2	-5,31
10 Comunitat Valenciana	Pernoctaciones	Variación anual del acumulado en lo que va de año	2016T1	41,37
10 Comunitat Valenciana	Pernoctaciones	Variación anual del acumulado en lo que va de año	2015T4	""
10 Comunitat Valenciana	Pernoctaciones	Variación anual del acumulado en lo que va de año	2015T3	""
10 Comunitat Valenciana	Pernoctaciones	Variación anual del acumulado en lo que va de año	2015T2	""
10 Comunitat Valenciana	Pernoctaciones	Variación anual del acumulado en lo que va de año	2015T1	""
10 Comunitat Valenciana	Gasto total	Valor absoluto	2021T2	488.915,83
10 Comunitat Valenciana	Gasto total	Valor absoluto	2021T1	260.797,22
10 Comunitat Valenciana	Gasto total	Valor absoluto	2020T4	265.512,21
10 Comunitat Valenciana	Gasto total	Valor absoluto	2020T3	782.791,6
10 Comunitat Valenciana	Gasto total	Valor absoluto	2020T2	112.692,53
10 Comunitat Valenciana	Gasto total	Valor absoluto	2020T1	603.379,07
10 Comunitat Valenciana	Gasto total	Valor absoluto	2019T4	717.114,54
10 Comunitat Valenciana	Gasto total	Valor absoluto	2019T3	1.535.542,33
10 Comunitat Valenciana	Gasto total	Valor absoluto	2019T2	1.026.150,44
10 Comunitat Valenciana	Gasto total	Valor absoluto	2019T1	664.608,33
10 Comunitat Valenciana	Gasto total	Valor absoluto	2018T4	837.418,59
10 Comunitat Valenciana	Gasto total	Valor absoluto	2018T3	1.533.272,41
10 Comunitat Valenciana	Gasto total	Valor absoluto	2018T2	888.973,03
10 Comunitat Valenciana	Gasto total	Valor absoluto	2018T1	503.685,37
10 Comunitat Valenciana	Gasto total	Valor absoluto	2017T4	758.414,78
10 Comunitat Valenciana	Gasto total	Valor absoluto	2017T3	1.287.352,04
10 Comunitat Valenciana	Gasto total	Valor absoluto	2017T2	745.077,36
10 Comunitat Valenciana	Gasto total	Valor absoluto	2017T1	540.539,27
10 Comunitat Valenciana	Gasto total	Valor absoluto	2016T4	669.455,52
10 Comunitat Valenciana	Gasto total	Valor absoluto	2016T3	1.271.778,81
10 Comunitat Valenciana	Gasto total	Valor absoluto	2016T2	658.125,8
10 Comunitat Valenciana	Gasto total	Valor absoluto	2016T1	658.739,15
10 Comunitat Valenciana	Gasto total	Valor absoluto	2015T4	552.709,35
