Comunidad autónoma de residencia	Concepto turístico	Tipo de dato	Periodo	Total
17 Rioja, La	Gasto total	Variación anual del acumulado en lo que va de año	2016T1	-6,65
17 Rioja, La	Gasto total	Variación anual del acumulado en lo que va de año	2015T4	""
17 Rioja, La	Gasto total	Variación anual del acumulado en lo que va de año	2015T3	""
17 Rioja, La	Gasto total	Variación anual del acumulado en lo que va de año	2015T2	""
17 Rioja, La	Gasto total	Variación anual del acumulado en lo que va de año	2015T1	""
17 Rioja, La	Gasto medio por persona	Valor absoluto	2021T2	128,6
17 Rioja, La	Gasto medio por persona	Valor absoluto	2021T1	139,31
17 Rioja, La	Gasto medio por persona	Valor absoluto	2020T4	175,06
17 Rioja, La	Gasto medio por persona	Valor absoluto	2020T3	198,63
17 Rioja, La	Gasto medio por persona	Valor absoluto	2020T2	116,2
17 Rioja, La	Gasto medio por persona	Valor absoluto	2020T1	246,24
17 Rioja, La	Gasto medio por persona	Valor absoluto	2019T4	188,6
17 Rioja, La	Gasto medio por persona	Valor absoluto	2019T3	342,39
17 Rioja, La	Gasto medio por persona	Valor absoluto	2019T2	248,39
17 Rioja, La	Gasto medio por persona	Valor absoluto	2019T1	192,24
17 Rioja, La	Gasto medio por persona	Valor absoluto	2018T4	214,23
17 Rioja, La	Gasto medio por persona	Valor absoluto	2018T3	269,36
17 Rioja, La	Gasto medio por persona	Valor absoluto	2018T2	235,48
17 Rioja, La	Gasto medio por persona	Valor absoluto	2018T1	172,23
17 Rioja, La	Gasto medio por persona	Valor absoluto	2017T4	180,92
17 Rioja, La	Gasto medio por persona	Valor absoluto	2017T3	257,23
17 Rioja, La	Gasto medio por persona	Valor absoluto	2017T2	197,07
17 Rioja, La	Gasto medio por persona	Valor absoluto	2017T1	137,88
17 Rioja, La	Gasto medio por persona	Valor absoluto	2016T4	159,86
17 Rioja, La	Gasto medio por persona	Valor absoluto	2016T3	289,43
17 Rioja, La	Gasto medio por persona	Valor absoluto	2016T2	209,09
17 Rioja, La	Gasto medio por persona	Valor absoluto	2016T1	156,49
17 Rioja, La	Gasto medio por persona	Valor absoluto	2015T4	176,09
17 Rioja, La	Gasto medio por persona	Valor absoluto	2015T3	273,92
17 Rioja, La	Gasto medio por persona	Valor absoluto	2015T2	192,57
17 Rioja, La	Gasto medio por persona	Valor absoluto	2015T1	143,39
17 Rioja, La	Gasto medio por persona	Distribución porcentual	2021T2	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual	2021T1	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual	2020T4	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual	2020T3	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual	2020T2	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual	2020T1	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual	2019T4	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual	2019T3	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual	2019T2	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual	2019T1	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual	2018T4	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual	2018T3	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual	2018T2	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual	2018T1	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual	2017T4	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual	2017T3	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual	2017T2	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual	2017T1	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual	2016T4	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual	2016T3	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual	2016T2	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual	2016T1	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual	2015T4	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual	2015T3	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual	2015T2	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual	2015T1	""
17 Rioja, La	Gasto medio por persona	Acumulado en lo que va de año	2021T2	131,52
17 Rioja, La	Gasto medio por persona	Acumulado en lo que va de año	2021T1	139,31
17 Rioja, La	Gasto medio por persona	Acumulado en lo que va de año	2020T4	198,88
17 Rioja, La	Gasto medio por persona	Acumulado en lo que va de año	2020T3	203,04
17 Rioja, La	Gasto medio por persona	Acumulado en lo que va de año	2020T2	208,87
17 Rioja, La	Gasto medio por persona	Acumulado en lo que va de año	2020T1	246,24
17 Rioja, La	Gasto medio por persona	Acumulado en lo que va de año	2019T4	253,71
17 Rioja, La	Gasto medio por persona	Acumulado en lo que va de año	2019T3	273,96
17 Rioja, La	Gasto medio por persona	Acumulado en lo que va de año	2019T2	224,98
17 Rioja, La	Gasto medio por persona	Acumulado en lo que va de año	2019T1	192,24
17 Rioja, La	Gasto medio por persona	Acumulado en lo que va de año	2018T4	231,46
17 Rioja, La	Gasto medio por persona	Acumulado en lo que va de año	2018T3	236,03
17 Rioja, La	Gasto medio por persona	Acumulado en lo que va de año	2018T2	210,66
17 Rioja, La	Gasto medio por persona	Acumulado en lo que va de año	2018T1	172,23
17 Rioja, La	Gasto medio por persona	Acumulado en lo que va de año	2017T4	201,68
17 Rioja, La	Gasto medio por persona	Acumulado en lo que va de año	2017T3	207,43
17 Rioja, La	Gasto medio por persona	Acumulado en lo que va de año	2017T2	173,6
17 Rioja, La	Gasto medio por persona	Acumulado en lo que va de año	2017T1	137,88
17 Rioja, La	Gasto medio por persona	Acumulado en lo que va de año	2016T4	214,04
17 Rioja, La	Gasto medio por persona	Acumulado en lo que va de año	2016T3	229,85
17 Rioja, La	Gasto medio por persona	Acumulado en lo que va de año	2016T2	187,28
17 Rioja, La	Gasto medio por persona	Acumulado en lo que va de año	2016T1	156,49
17 Rioja, La	Gasto medio por persona	Acumulado en lo que va de año	2015T4	205,78
17 Rioja, La	Gasto medio por persona	Acumulado en lo que va de año	2015T3	213,61
17 Rioja, La	Gasto medio por persona	Acumulado en lo que va de año	2015T2	171,93
17 Rioja, La	Gasto medio por persona	Acumulado en lo que va de año	2015T1	143,39
17 Rioja, La	Gasto medio por persona	Distribución porcentual del acumulado	2021T2	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual del acumulado	2021T1	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual del acumulado	2020T4	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual del acumulado	2020T3	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual del acumulado	2020T2	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual del acumulado	2020T1	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual del acumulado	2019T4	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual del acumulado	2019T3	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual del acumulado	2019T2	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual del acumulado	2019T1	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual del acumulado	2018T4	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual del acumulado	2018T3	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual del acumulado	2018T2	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual del acumulado	2018T1	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual del acumulado	2017T4	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual del acumulado	2017T3	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual del acumulado	2017T2	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual del acumulado	2017T1	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual del acumulado	2016T4	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual del acumulado	2016T3	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual del acumulado	2016T2	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual del acumulado	2016T1	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual del acumulado	2015T4	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual del acumulado	2015T3	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual del acumulado	2015T2	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual del acumulado	2015T1	""
17 Rioja, La	Gasto medio por persona	Variación anual	2021T2	10,67
17 Rioja, La	Gasto medio por persona	Variación anual	2021T1	-43,42
17 Rioja, La	Gasto medio por persona	Variación anual	2020T4	-7,18
17 Rioja, La	Gasto medio por persona	Variación anual	2020T3	-41,99
17 Rioja, La	Gasto medio por persona	Variación anual	2020T2	-53,22
17 Rioja, La	Gasto medio por persona	Variación anual	2020T1	28,09
17 Rioja, La	Gasto medio por persona	Variación anual	2019T4	-11,97
17 Rioja, La	Gasto medio por persona	Variación anual	2019T3	27,11
17 Rioja, La	Gasto medio por persona	Variación anual	2019T2	5,48
17 Rioja, La	Gasto medio por persona	Variación anual	2019T1	11,62
17 Rioja, La	Gasto medio por persona	Variación anual	2018T4	18,42
17 Rioja, La	Gasto medio por persona	Variación anual	2018T3	4,72
17 Rioja, La	Gasto medio por persona	Variación anual	2018T2	19,49
17 Rioja, La	Gasto medio por persona	Variación anual	2018T1	24,92
17 Rioja, La	Gasto medio por persona	Variación anual	2017T4	13,17
17 Rioja, La	Gasto medio por persona	Variación anual	2017T3	-11,13
17 Rioja, La	Gasto medio por persona	Variación anual	2017T2	-5,75
17 Rioja, La	Gasto medio por persona	Variación anual	2017T1	-11,9
17 Rioja, La	Gasto medio por persona	Variación anual	2016T4	-9,22
17 Rioja, La	Gasto medio por persona	Variación anual	2016T3	5,66
17 Rioja, La	Gasto medio por persona	Variación anual	2016T2	8,58
17 Rioja, La	Gasto medio por persona	Variación anual	2016T1	9,14
17 Rioja, La	Gasto medio por persona	Variación anual	2015T4	""
17 Rioja, La	Gasto medio por persona	Variación anual	2015T3	""
17 Rioja, La	Gasto medio por persona	Variación anual	2015T2	""
17 Rioja, La	Gasto medio por persona	Variación anual	2015T1	""
17 Rioja, La	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2021T2	-37,03
17 Rioja, La	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2021T1	-43,42
17 Rioja, La	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2020T4	-21,61
17 Rioja, La	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2020T3	-25,89
17 Rioja, La	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2020T2	-7,16
17 Rioja, La	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2020T1	28,09
17 Rioja, La	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2019T4	9,61
17 Rioja, La	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2019T3	16,07
17 Rioja, La	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2019T2	6,8
17 Rioja, La	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2019T1	11,62
17 Rioja, La	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2018T4	14,77
17 Rioja, La	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2018T3	13,79
17 Rioja, La	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2018T2	21,35
17 Rioja, La	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2018T1	24,92
17 Rioja, La	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2017T4	-5,77
17 Rioja, La	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2017T3	-9,75
17 Rioja, La	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2017T2	-7,3
17 Rioja, La	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2017T1	-11,9
17 Rioja, La	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2016T4	4,01
17 Rioja, La	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2016T3	7,6
